Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
0.543416837,0.69805258512497,0.299752235412598,0.219259977340698,0.790698268556309
0.548171368,0.773020148277283,0.423850059509277,0.0926334857940674,0.886447959712813
0.552925847,0.798155903816223,0.471109390258789,0.0660157203674316,0.929168972642937
0.557680378,0.823609590530396,0.477770805358887,0.0177156925201416,0.952319035737706
0.562434858,0.806506276130676,0.415757179260254,-0.127954721450806,0.916339902157582
0.567189389,0.806459069252014,0.269081115722656,-0.235050439834595,0.882059854252426
0.571943868,0.700270354747772,0.221051216125488,-0.365591764450073,0.820304545960125
0.576698399,0.484174787998199,0.299276351928711,-0.279945492744446,0.634319351009245
0.58145293,0.203863024711609,0.317646026611328,0.0107629299163818,0.377591011183947
0.58620741,-0.0148356556892395,0.281330108642578,0.0783898830413818,0.292423837044479
0.590961941,-0.148998260498047,0.231050491333008,0.00587916374206543,0.274989773888001
0.59571642,-0.261161923408508,0.195412635803223,-0.0989053249359131,0.340842942967392
0.600470951,-0.420282125473022,0.126836776733398,-0.136091709136963,0.459614606186595
0.605225483,-0.604520082473755,0.125265121459961,-0.0565643310546875,0.619947904517887
0.609979962,-0.775684237480164,0.123662948608398,0.07956862449646,0.789499668865013
0.614734493,-0.877099394798279,0.145776748657227,0.160282611846924,0.90346263036445
0.619488972,-0.900027990341187,0.115494728088379,0.224022150039673,0.934652523305962
0.624243503,-0.638939142227173,0.00718307495117188,0.277993440628052,0.696832244566776
0.628997983,-0.463519185781479,0.00413036346435547,0.270172834396362,0.53652628634172
0.633752514,-0.363318145275116,0.0461235046386719,0.317342281341553,0.484596301980695
0.638507045,-0.192992568016052,0.0307350158691406,0.347997188568115,0.399115040760454
0.643261524,0.0018659234046936,-0.0178518295288086,0.345752477645874,0.346218060311617
0.648016055,0.207033216953278,-0.0661439895629883,0.396225452423096,0.451920777819762
0.652770535,0.384604752063751,-0.152094841003418,0.491756677627564,0.642556056668345
0.657525066,0.513667583465576,-0.197126388549805,0.575088262557983,0.79588925680525
0.662279597,0.597134470939636,-0.225325584411621,0.667722225189209,0.923685100771051
0.667034076,0.649700522422791,-0.239209175109863,0.738728046417236,1.0124479862475
0.671788608,0.678741276264191,-0.26739501953125,0.759925603866577,1.05341195170116
0.676543087,0.686713874340057,-0.255171775817871,0.73641848564148,1.03874961678918
0.681297618,0.687974333763123,-0.228945732116699,0.64236855506897,0.968690968633785
0.686052097,0.699247598648071,-0.198322296142578,0.575618505477905,0.927154572447861
0.690806628,0.808273851871491,-0.215513229370117,0.533441543579102,0.992125219953997
0.69556116,0.919420421123505,-0.22794246673584,0.532306432723999,1.0865734292904
0.700315639,1.03737902641296,-0.254641532897949,0.486525535583496,1.17375664065978
0.70507017,1.15020632743835,-0.219555854797363,0.417779207229614,1.24326941370261
0.709824649,1.2485454082489,-0.187241554260254,0.345113515853882,1.3088270989425
0.71457918,1.33258807659149,-0.152919769287109,0.266103506088257,1.36747450201644
0.719333712,1.35975885391235,-0.0999898910522461,0.228224039077759,1.38239948318807
0.724088191,1.36381685733795,-0.0309686660766602,0.148003101348877,1.37217360295504
0.728842722,1.26193368434906,0.054020881652832,0.0708075761795044,1.26507256400325
0.733597201,1.16155755519867,0.0742111206054688,-0.00108194351196289,1.16392629279624
0.738351733,1.07217359542847,0.065739631652832,0.00343406200408936,1.07419258547325
0.743106264,1.05763483047485,0.000360488891601563,0.0577268600463867,1.05920911767065
0.747860743,0.986708045005798,-0.102468490600586,0.121097087860107,0.999378337934801
0.752615274,0.893123865127564,-0.128596305847168,0.191320180892944,0.922393983043496
0.757369753,0.74365359544754,-0.142719268798828,0.201976537704468,0.783698909972197
0.762124285,0.607604324817658,-0.125953674316406,0.179646611213684,0.646003288328694
0.766878764,0.494242787361145,-0.0785493850708008,0.164971828460693,0.526936089994963
0.771633295,0.474582016468048,-0.0695333480834961,0.162456631660461,0.506413994693119
0.776387826,0.486298799514771,-0.0273981094360352,0.162407279014587,0.513432861323755
0.781142305,0.514864146709442,0.0143756866455078,0.155271887779236,0.537960137062124
0.785896837,0.517453491687775,0.0249471664428711,0.131609439849854,0.534510544171947
0.790651368,0.487197697162628,0.0543937683105469,0.065500020980835,0.49458116715063
0.795405847,0.37684839963913,0.0337619781494141,-0.0261127948760986,0.379257782432181
0.800160378,0.265376627445221,-0.00567817687988281,-0.0837277173995972,0.278329529061912
0.804914858,0.143161654472351,-0.0352697372436523,-0.105324864387512,0.181197518566742
0.809669389,0.0458139181137085,-0.0384817123413086,-0.110178709030151,0.125375855734665
0.81442392,-0.029289722442627,-0.0914669036865234,-0.136315107345581,0.166750984409098
0.819178399,-0.0632739067077637,-0.117853164672852,-0.160040855407715,0.208580994084078
0.82393293,-0.1205073595047,-0.108373641967773,-0.162385106086731,0.229424917232094
0.82868741,-0.148618996143341,-0.122674942016602,-0.174192905426025,0.259768966033649
0.833441941,-0.18350738286972,-0.153414726257324,-0.193120241165161,0.307419038688227
0.83819642,-0.246563196182251,-0.138768196105957,-0.24515962600708,0.374370490538504
0.842950951,-0.323389619588852,-0.147903442382813,-0.285026073455811,0.455736916297271
0.847705483,-0.342721372842789,-0.0975818634033203,-0.279558300971985,0.452916110456289
0.852459962,-0.357302904129028,-0.0879392623901367,-0.27901017665863,0.461784969274487
0.857214493,-0.33387365937233,-0.0712032318115234,-0.226327896118164,0.409592281670871
0.861968972,-0.353505700826645,-0.0426931381225586,-0.207293629646301,0.412018972198644
0.866723503,-0.358924508094788,-0.00724315643310547,-0.264378905296326,0.445842428882541
0.871478035,-0.383465707302094,0.0611953735351563,-0.264138221740723,0.469637969720457
0.876232514,-0.40558797121048,0.0816860198974609,-0.29490327835083,0.508076915259283
0.880987045,-0.449150800704956,0.113949775695801,-0.292353510856628,0.547897406879448
0.885741524,-0.50442898273468,0.134167671203613,-0.3374924659729,0.621571176300361
0.890496055,-0.568982124328613,0.201756477355957,-0.394341707229614,0.721076775400063
0.895250587,-0.55021858215332,0.230914115905762,-0.396418690681458,0.716386484652629
0.900005066,-0.459672063589096,0.19642448425293,-0.28328275680542,0.574569494805951
0.904759597,-0.365123093128204,0.0813102722167969,-0.178191304206848,0.414340891535478
0.909514076,-0.271349042654038,0.00731182098388672,-0.135527968406677,0.303400059155901
0.914268608,-0.228268474340439,-0.00437831878662109,-0.104997873306274,0.251297074101449
0.919023139,-0.147502571344376,0.0101814270019531,-0.124459028244019,0.19326334292991
0.923777618,-0.100548297166824,0.0318231582641602,-0.138996243476868,0.17447816243225
0.928532149,-0.058679610490799,0.0819149017333984,-0.117596387863159,0.154862062015869
0.93328668,0.0234985649585724,0.122248649597168,-0.0844259262084961,0.150414932435599
0.93804116,0.081484317779541,0.14335823059082,-0.0466746091842651,0.171376181147299
0.942795691,0.0867311358451843,0.121570587158203,0.0192832946777344,0.150577365631805
0.94755017,0.0632819831371307,0.0713605880737305,0.0349377393722534,0.101575531268314
0.952304701,0.0684099793434143,0.0000133514404296875,0.0648150444030762,0.0942386090357878
0.957059233,0.0688153803348541,-0.0376338958740234,0.080335259437561,0.112274754946015
0.961813712,0.0740521252155304,-0.0512914657592773,0.0840637683868408,0.12321221069386
0.966568243,0.093724399805069,-0.0791721343994141,0.0403556823730469,0.129155220893209
0.971322722,0.111055731773376,-0.0950107574462891,-0.0196670293807983,0.147469358291487
0.976077253,0.140373677015305,-0.0797977447509766,-0.00564277172088623,0.161568221314815
0.980831785,0.160046696662903,-0.0122642517089844,-0.0154949426651001,0.161262054528904
0.985586264,0.155884921550751,0.0430526733398438,-0.0943480730056763,0.18723034029899
0.990340795,0.132861346006393,0.100509643554688,-0.175267696380615,0.241812098755808
0.995095274,0.0908949077129364,0.122026443481445,-0.294071614742279,0.331104895394201
0.999849805,0.0657923817634583,0.133987426757813,-0.307886600494385,0.342162865885937
1.004604337,0.055079460144043,0.0840520858764648,-0.229058623313904,0.250132670765745
1.009358816,0.0920753926038742,0.0296344757080078,-0.191185832023621,0.214261761497963
1.014113347,0.155244842171669,-0.000704765319824219,-0.153365969657898,0.21822598003943
1.018867826,0.175407469272614,-0.0642290115356445,-0.122740387916565,0.223513643935617
1.023622358,0.112284407019615,-0.0845918655395508,-0.175422549247742,0.224803564384074
1.028376889,0.116296738386154,-0.0715188980102539,-0.17768406867981,0.224079254716875
1.033131368,0.148895964026451,-0.108494758605957,-0.103690385818481,0.211406756891819
1.037885899,0.214796483516693,-0.154806137084961,-0.0776193141937256,0.275911629595798
1.04264043,0.254302740097046,-0.143726348876953,-0.0540541410446167,0.297067327632031
1.04739491,0.320080578327179,-0.123154640197754,-0.0496484041213989,0.346530815449797
1.052149441,0.37861293554306,-0.0740804672241211,-0.0000126361846923828,0.385792263717601
1.05690392,0.387246042490006,-0.0275945663452148,0.0517786741256714,0.391665659217353
1.061658451,0.34379106760025,-0.0527677536010742,0.0463496446609497,0.350891754736443
1.066412983,0.274599134922028,-0.0778074264526367,0.0338596105575562,0.28741112319849
1.071167462,0.222608089447021,-0.117003440856934,0.00719642639160156,0.251586874086119
1.075921993,0.242451012134552,-0.175041198730469,0.0282367467880249,0.30036515844425
1.080676524,0.207581862807274,-0.192301750183105,0.0491925477981567,0.287210897510692
1.085431003,0.0896950885653496,-0.180877685546875,-0.0180584192276001,0.202701880964484
1.090185535,-0.0275674909353256,-0.121846199035645,-0.101610481739044,0.16103152727073
1.094940014,-0.103773795068264,-0.0654277801513672,-0.113319218158722,0.167006108159282
1.099694545,-0.127269417047501,-0.033055305480957,-0.127285003662109,0.183007185359792
1.104449076,-0.07686947286129,-0.0269994735717773,-0.129204869270325,0.152747457177812
1.109203555,0.0686018168926239,-0.00903224945068359,-0.16200864315033,0.17616637382463
1.113958087,0.161078855395317,-0.0149374008178711,-0.192214250564575,0.251228664206059
1.118712566,0.179426655173302,-0.0303068161010742,-0.274739444255829,0.329536325643873
1.123467097,0.135873273015022,-0.0550985336303711,-0.328364491462708,0.359611782317535
1.128221628,0.123463504016399,-0.0892658233642578,-0.284186244010925,0.32244913603535
1.132976108,0.0730896890163422,-0.118489265441895,-0.22112363576889,0.26129958086671
1.137730639,-0.0437652990221977,-0.0975151062011719,-0.251339375972748,0.273122828138364
1.142485118,-0.134155347943306,-0.0980215072631836,-0.272109627723694,0.318825222916668
1.147239649,-0.138656973838806,-0.0603427886962891,-0.309855461120605,0.344786042826625
1.15199418,-0.0384753197431564,-0.0489683151245117,-0.28106677532196,0.287883272013775
1.15674866,0.0256201326847076,0.0148200988769531,-0.262092173099518,0.26375809699331
1.161503191,0.00139437615871429,0.0855417251586914,-0.28868043422699,0.301090890153589
1.166257722,0.0439513474702835,0.120268821716309,-0.303337752819061,0.329256894698958
1.171012201,0.0719096213579178,0.1143798828125,-0.215512752532959,0.254360959544449
1.175766733,0.118682131171227,0.089482307434082,-0.15185010433197,0.21248761325946
1.180521212,0.112272918224335,0.0217256546020508,-0.142508804798126,0.182718285016815
1.185275743,0.0584146678447723,-0.0525732040405273,-0.0879684686660767,0.117960445412674
1.190030274,-0.00674241781234741,-0.109617233276367,-0.0338006615638733,0.114908149194377
1.194784753,-0.154259026050568,-0.154301643371582,0.00349408388137817,0.218213319683769
1.199539285,-0.279070138931274,-0.167743682861328,0.0453484058380127,0.328746959674233
1.204293816,-0.381329238414764,-0.135954856872559,0.0702484250068665,0.410889951681916
1.209048295,-0.437618672847748,-0.0806741714477539,0.109289348125458,0.458216746068379
1.213802826,-0.443599104881287,-0.0590381622314453,0.190755546092987,0.486470295923995
1.218557305,-0.430674880743027,-0.044672966003418,0.141129851341248,0.455405491550295
1.223311837,-0.427659749984741,-0.0422630310058594,0.0135751962661743,0.429957336837597
1.228066368,-0.330210089683533,-0.00899791717529297,-0.113065183162689,0.349146676177667
1.232820847,-0.212405979633331,-0.0139312744140625,-0.165293633937836,0.269503925780628
1.237575378,-0.0767025053501129,0.00257492065429688,-0.193599700927734,0.208256449462359
1.24232991,-0.010947048664093,0.0403375625610352,-0.28821212053299,0.291227030424619
1.247084389,0.0565390884876251,0.0422267913818359,-0.363143861293793,0.369936797889561
1.25183892,0.0878501832485199,0.0820989608764648,-0.380585551261902,0.39912811965974
1.256593399,0.0999091863632202,0.100315093994141,-0.442971110343933,0.465046630137399
1.261347878,0.00271019339561462,0.142141342163086,-0.41948813199997,0.44292414608936
1.266102462,-0.122289091348648,0.119590759277344,-0.339440226554871,0.380100301198291
1.270856941,-0.2653888463974,0.0948867797851563,-0.253082454204559,0.378794758934627
1.27561142,-0.483448922634125,0.129732131958008,-0.283851504325867,0.575434586522676
1.280365951,-0.730999052524567,0.195154190063477,-0.317002236843109,0.820326270976787
1.285120483,-0.91774708032608,0.298013687133789,-0.316980421543121,1.01565173598423
1.289875014,-0.935358345508575,0.343073844909668,-0.293567359447479,1.03864175349666
1.294629493,-0.865761935710907,0.368779182434082,-0.254043787717819,0.974720503939803
1.299384024,-0.825839638710022,0.349198341369629,-0.257933676242828,0.932995376097942
1.304138555,-0.815054416656494,0.27997875213623,-0.262168228626251,0.900796305420957
1.308893035,-0.844954073429108,0.230323791503906,-0.214246392250061,0.901608535745611
1.313647566,-0.865595698356628,0.145475387573242,-0.183175414800644,0.896644987712792
1.318402045,-0.855754196643829,0.0992755889892578,-0.206828713417053,0.88597347834822
1.323156576,-0.820374250411987,0.00362300872802734,-0.166237682104111,0.837055556031152
1.327911108,-0.77616810798645,-0.0651340484619141,-0.130925536155701,0.789823317041199
1.332665587,-0.73489773273468,-0.088226318359375,-0.112709552049637,0.748706887876059
1.337420118,-0.691899240016937,-0.0328350067138672,-0.0638121068477631,0.695611012694786
1.342174649,-0.644761204719544,0.000733375549316406,0.00132346153259277,0.644762980095416
1.346929128,-0.617296040058136,0.0482473373413086,-0.00521832704544067,0.619200644031589
1.35168366,-0.52878338098526,0.0146770477294922,-0.0330720543861389,0.530019849173195
1.356438139,-0.460456490516663,-0.0921840667724609,-0.0323457717895508,0.470706204312512
1.36119267,-0.407227993011475,-0.179176330566406,-0.0460962057113647,0.447284759307066
1.365947201,-0.333263993263245,-0.236968040466309,-0.0860580205917358,0.417881232309341
1.37070168,-0.252904653549194,-0.220717430114746,-0.0926749408245087,0.348232095591607
1.375456212,-0.161510705947876,-0.142910957336426,-0.0472343862056732,0.220772138420639
1.380210743,-0.120920121669769,-0.0491485595703125,-0.0332121253013611,0.134685938388169
1.384965222,-0.0312320590019226,0.0295705795288086,-0.0809663534164429,0.0916810289466992
1.389719753,0.012124240398407,0.0767555236816406,-0.289632886648178,0.299876002122607
1.394474233,0.00242984294891357,0.128261566162109,-0.399335116147995,0.419434701091894
1.399228764,-0.0740416646003723,0.179319381713867,-0.403980076313019,0.448148982831502
1.403983295,-0.152617752552032,0.227560997009277,-0.377880096435547,0.466764986943138
1.408737774,-0.18341326713562,0.194714546203613,-0.290421575307846,0.394840312618826
1.413492305,-0.178660690784454,0.114673614501953,-0.222797900438309,0.307747599071446
1.418246837,-0.283124685287476,0.0234403610229492,-0.162927687168121,0.327497281194778
1.423001316,-0.455619037151337,-0.07177734375,-0.0942045599222183,0.470760228992059
1.427755847,-0.574506223201752,-0.128235816955566,-0.0379803478717804,0.589868063275394
1.432510326,-0.602444112300873,-0.167623519897461,0.0579800307750702,0.628011334959393
1.437264858,-0.51653003692627,-0.149753570556641,0.129254430532455,0.553114923640454
1.442019389,-0.419860124588013,-0.108334541320801,0.135735809803009,0.454360107321416
1.446773868,-0.286252439022064,-0.102861404418945,0.125415414571762,0.32901360697899
1.451528399,-0.161077558994293,-0.102194786071777,0.0724387764930725,0.20405178424025
1.45628293,-0.0417634844779968,-0.111026763916016,0.022227555513382,0.120686350369489
1.46103741,0.0574570298194885,-0.103183746337891,-0.0323252826929092,0.122446395149781
1.465791941,0.162915468215942,-0.0550699234008789,0.0700660943984985,0.185697075452624
1.47054642,0.269755721092224,-0.0761737823486328,0.17646861076355,0.331227663041751
1.475300951,0.323393940925598,-0.0805063247680664,0.146972447633743,0.3642331804195
1.480055483,0.324280798435211,-0.108540534973145,0.132210344076157,0.366631503074641
1.484809962,0.287383854389191,-0.107855796813965,0.134341165423393,0.335067010308801
1.489564493,0.274596154689789,-0.0265016555786133,0.098667323589325,0.292985710680754
1.494318972,0.216908037662506,0.12061882019043,0.0940771400928497,0.265421372302194
1.499073503,0.197450041770935,0.23090934753418,0.160647064447403,0.34367590123483
1.503828035,0.237138509750366,0.276198387145996,0.110331505537033,0.380385676626687
1.508582514,0.238026559352875,0.245143890380859,-0.0272098332643509,0.342771855575548
1.513337045,0.174451589584351,0.292616844177246,-0.18493065237999,0.387630391990161
1.518091576,0.457705616950989,0.237667083740234,-0.229781180620193,0.564605583969272
1.522846055,0.470898032188416,0.183213233947754,-0.165133371949196,0.531583555373779
1.527600587,0.2780841588974,0.200438499450684,-0.077192023396492,0.35137586708219
1.532355118,0.158059418201447,0.134481430053711,-0.00656552612781525,0.207632224967142
1.537109597,0.128960430622101,0.000250816345214844,0.0778083652257919,0.150615395209743
1.541864128,0.119074285030365,-0.123370170593262,0.185397312045097,0.252529300599456
1.546618608,0.107283532619476,-0.222204208374023,0.325418382883072,0.408389018594617
1.551373139,0.0960308313369751,-0.241883277893066,0.440697520971298,0.511804401780419
1.55612767,0.127901911735535,-0.209173202514648,0.493289589881897,0.550860188397826
1.560882149,0.218917071819305,-0.183844566345215,0.490945160388947,0.568111485025543
1.56563668,0.335317134857178,-0.153976440429688,0.381903022527695,0.531033185170205
1.570391212,0.538584291934967,-0.171808242797852,0.266782760620117,0.625111312628772
1.575145691,0.673951864242554,-0.194218635559082,0.167081341147423,0.72100497104671
1.579900222,0.773061871528626,-0.221149444580078,0.0825736671686173,0.808300776047563
1.584654753,0.736742734909058,-0.259668350219727,0.0558174550533295,0.783155857946388
1.589409233,0.677467286586762,-0.259866714477539,0.0910885035991669,0.731293203288883
1.594163764,0.635697603225708,-0.288500785827637,0.145127713680267,0.713026086092322
1.598918243,0.596879482269287,-0.323996543884277,0.137275248765945,0.692880488054586
1.603672774,0.556358277797699,-0.325949668884277,0.044275775551796,0.646326592537012
1.608427305,0.461892902851105,-0.218722343444824,0.00439880788326263,0.511081076481031
1.613181785,0.411096811294556,-0.138467788696289,0.0858420059084892,0.44220217858055
1.617936316,0.327450454235077,-0.0920982360839844,0.0932455882430077,0.352704727492167
1.622690795,0.147164583206177,-0.055607795715332,-0.0366760864853859,0.16153877805174
1.627445326,-0.0126388072967529,-0.0407676696777344,-0.0727943032979965,0.084384553879712
1.632199858,-0.133035838603973,-0.0260343551635742,-0.00188231468200684,0.135572361159669
1.636954337,-0.275874555110931,-0.0659646987915039,0.0921005755662918,0.298229152941074
1.641708868,-0.372333109378815,-0.0865631103515625,0.170987278223038,0.418762182781057
1.646463399,-0.311397314071655,-0.111728668212891,0.14479124546051,0.361131675810463
1.651217878,-0.191712498664856,-0.120070457458496,0.0595022849738598,0.233904080374254
1.655972358,-0.0137105584144592,-0.154434204101563,0.0648874491453171,0.168072257868767
1.660726941,0.120098769664764,-0.171894073486328,0.0843322649598122,0.226015968214561
1.66548142,0.188729226589203,-0.155985832214355,0.0514691881835461,0.250198677360287
1.670235951,0.221194505691528,-0.168675422668457,-0.052123885601759,0.283011142909122
1.674990483,0.189208567142487,-0.100590705871582,-0.145310655236244,0.258908397919115
1.679744962,0.109915375709534,-0.00697517395019531,-0.190262958407402,0.219840933883888
1.684499493,-0.0256695151329041,0.0573978424072266,-0.187429308891296,0.197694669001549
1.689253972,-0.167253375053406,0.107007026672363,-0.220301136374474,0.296575093208954
